feature,importance
categorical__route_SGC-UFA,8.49046525555303e-05
categorical__route_KJA-SVX,8.484115472010719e-05
categorical__route_MMK-KUF,8.462916263933194e-05
categorical__route_AER-OVB,8.43289080123926e-05
categorical__route_KRR-CEK,8.414098619104437e-05
categorical__route_ARH-AER,8.407326936536613e-05
categorical__route_KZN-KUF,8.320864294077655e-05
categorical__route_PEE-OVB,8.261829993902366e-05
categorical__route_KJA-OVB,8.251760184909001e-05
categorical__route_GOJ-OMS,8.250856063396622e-05
categorical__route_PKC-KUF,8.248043386787237e-05
categorical__route_GOJ-SVX,8.210398450141835e-05
categorical__route_KHV-MMK,8.14276721113477e-05
categorical__route_CEK-TJM,8.119167604028512e-05
categorical__route_CEK-PKC,8.114788179664314e-05
categorical__route_SGC-VOG,8.107111491736682e-05
categorical__route_PKC-TJM,8.104038262334635e-05
categorical__route_VVO-KJA,8.102454879602532e-05
categorical__route_VOG-VVO,8.097750048951758e-05
categorical__route_CEK-PEE,8.07741089139035e-05
categorical__route_KUF-YKS,8.075496959244689e-05
categorical__route_KGD-KZN,8.066868028928738e-05
categorical__route_MRV-KRR,8.06599780189597e-05
categorical__route_SCW-AER,8.055629923447115e-05
categorical__route_VKO-ARH,8.037188907886333e-05
categorical__route_IKT-KGD,8.010537520830295e-05
categorical__route_SCW-UFA,7.972614962474261e-05
categorical__route_VOG-KJA,7.97237338212955e-05
categorical__route_AER-IKT,7.965652790829894e-05
categorical__route_TJM-SVX,7.961052905782797e-05
categorical__route_MMK-VOG,7.957403645739871e-05
categorical__route_KJA-PKC,7.85559127711355e-05
categorical__route_AER-ROV,7.851980132450574e-05
categorical__route_OVB-KUF,7.848953794732468e-05
categorical__route_KHV-LED,7.848840201009387e-05
categorical__route_SCW-KUF,7.84613797404135e-05
categorical__route_KUF-KRR,7.837019834552643e-05
categorical__route_ROV-KRR,7.83428744256489e-05
categorical__route_SVX-CEK,7.771066435706882e-05
categorical__route_CEK-ROV,7.695245205866554e-05
categorical__route_PEE-SCW,7.688764141748931e-05
categorical__route_OVB-IKT,7.685680989640494e-05
categorical__route_MRV-KHV,7.64801551421636e-05
categorical__route_MMK-KGD,7.642131408141106e-05
categorical__route_ARH-YKS,7.638990024950614e-05
categorical__route_MRV-KZN,7.616376000452711e-05
categorical__route_KJA-CEK,7.604242516583224e-05
categorical__route_SVX-ROV,7.580800539919097e-05
categorical__route_MRV-KGD,7.551268456707855e-05
categorical__route_KUF-GOJ,7.5469892249289e-05
categorical__route_OVB-SCW,7.543498946240234e-05
categorical__route_MRV-VVO,7.518194067172145e-05
categorical__route_PKC-OVB,7.494373876453237e-05
categorical__route_OMS-SVX,7.488546094253845e-05
categorical__route_CEK-KGD,7.487088509505186e-05
categorical__route_OMS-TJM,7.466665840571884e-05
categorical__route_MMK-OVB,7.384178452869147e-05
categorical__route_MMK-VVO,7.363650816808647e-05
categorical__route_ARH-SGC,7.332949882456044e-05
categorical__route_LED-CEK,7.328225441027679e-05
categorical__route_SVX-MMK,7.319447544064407e-05
categorical__route_SVX-AER,7.319307996143185e-05
categorical__route_MRV-SVX,7.310953753415203e-05
categorical__route_MRV-IKT,7.274227895708091e-05
categorical__route_TJM-MRV,7.247977884864413e-05
categorical__route_YKS-PEE,7.209254096161608e-05
categorical__route_GOJ-MRV,7.171796264334998e-05
categorical__route_KHV-MRV,7.144260241852522e-05
categorical__route_OVB-KZN,7.135801457417618e-05
categorical__route_OMS-KGD,7.130115885386513e-05
categorical__route_PEE-ROV,7.114861812781273e-05
categorical__route_IKT-SGC,7.064819716387078e-05
categorical__route_IKT-OMS,7.04465238449011e-05
categorical__route_KZN-SVX,7.041083350333693e-05
categorical__route_KHV-PEE,7.02167623317995e-05
categorical__route_AER-KZN,7.010861411210179e-05
categorical__route_ROV-ARH,7.007253529893383e-05
categorical__route_GOJ-KGD,7.001829068162691e-05
categorical__route_KHV-OMS,6.958241859868235e-05
categorical__route_KJA-SGC,6.9378038777566e-05
categorical__route_MRV-SGC,6.933497572185681e-05
categorical__route_GOJ-UFA,6.912848673098433e-05
categorical__route_AER-KRR,6.894637022655207e-05
categorical__route_MMK-SGC,6.892498581242069e-05
categorical__route_UFA-LED,6.885792557646524e-05
categorical__route_SGC-TJM,6.870438144840631e-05
categorical__route_YKS-MMK,6.8518721697267e-05
categorical__route_PEE-KJA,6.846063695089262e-05
categorical__route_YKS-SGC,6.826423995449849e-05
categorical__route_KHV-YKS,6.789007457103893e-05
categorical__route_CEK-KUF,6.764130899796446e-05
categorical__route_KRR-KZN,6.758255386964293e-05
categorical__route_PKC-YKS,6.736060886505277e-05
categorical__route_CEK-VOG,6.717117713212988e-05
categorical__route_KZN-KGD,6.701773494934688e-05
categorical__route_GOJ-KZN,6.693860784038763e-05
categorical__route_VVO-KZN,6.68737680751955e-05
categorical__route_KRR-VOG,6.684655246264421e-05
categorical__route_ARH-SCW,6.675080083017757e-05
categorical__route_PKC-IKT,6.63559275009092e-05
categorical__route_SGC-MRV,6.567599552520773e-05
categorical__route_KJA-KUF,6.534549254290016e-05
categorical__route_SGC-GOJ,6.534108271947912e-05
categorical__route_TJM-KHV,6.529941178951977e-05
categorical__route_KZN-GOJ,6.511157753238569e-05
categorical__route_ROV-KZN,6.49101483104254e-05
categorical__route_ARH-KGD,6.47281457931722e-05
categorical__route_OMS-OVB,6.461867362210387e-05
categorical__route_KZN-MRV,6.44292927365476e-05
categorical__route_KHV-KJA,6.437828861661727e-05
categorical__route_KGD-CEK,6.4337486871529e-05
categorical__route_UFA-VOG,6.429133902515945e-05
categorical__route_ARH-UFA,6.421010794882808e-05
categorical__route_PEE-AER,6.413390198148822e-05
categorical__route_MRV-CEK,6.40254693785287e-05
categorical__route_GOJ-PKC,6.393093120337581e-05
categorical__route_YKS-OVB,6.391923225169533e-05
categorical__route_TJM-YKS,6.381514317590798e-05
categorical__route_UFA-TJM,6.380850452918224e-05
categorical__route_SGC-KHV,6.35446132426096e-05
categorical__route_TJM-PKC,6.353944261125894e-05
categorical__route_IKT-ROV,6.351036536151674e-05
categorical__route_VOG-AER,6.347953712058508e-05
categorical__route_TJM-OMS,6.338586418475956e-05
categorical__route_SGC-YKS,6.316046864067181e-05
categorical__route_VVO-IKT,6.298171376441816e-05
categorical__route_SVX-TJM,6.29773368012303e-05
categorical__route_KUF-PKC,6.274752362414083e-05
categorical__route_UFA-AER,6.229814922836857e-05
categorical__route_GOJ-OVB,6.2284222697281e-05
categorical__route_TJM-KRR,6.220675028280003e-05
categorical__route_SCW-IKT,6.174092877432796e-05
categorical__route_KRR-OVB,6.17277354788019e-05
categorical__route_GOJ-YKS,6.161214407882827e-05
categorical__route_ARH-MMK,6.158330531822954e-05
categorical__route_KJA-YKS,6.153707813220518e-05
categorical__route_PKC-MRV,6.147939945696952e-05
categorical__route_SCW-YKS,6.118638840399147e-05
categorical__route_ROV-IKT,6.0975511839015404e-05
categorical__route_TJM-IKT,6.090815238802727e-05
categorical__route_VVO-SCW,6.0321462124248964e-05
categorical__route_OVB-UFA,5.992540028036839e-05
categorical__route_PKC-SVX,5.9828671919326694e-05
categorical__route_AER-ARH,5.930933698700017e-05
categorical__route_OMS-IKT,5.9088498881849115e-05
categorical__route_SGC-OVB,5.902581683131052e-05
categorical__route_ARH-KZN,5.886526124759776e-05
categorical__route_OMS-ARH,5.86758935420089e-05
categorical__route_VOG-ROV,5.8592731746934324e-05
categorical__route_SVX-PKC,5.857902433312705e-05
categorical__route_MMK-KJA,5.845604769656146e-05
categorical__route_OMS-MRV,5.828632748936481e-05
categorical__route_ROV-PKC,5.825890390905155e-05
categorical__route_KUF-KGD,5.8186997276965586e-05
categorical__route_AER-GOJ,5.792949783167432e-05
categorical__route_TJM-UFA,5.7904617307108845e-05
categorical__route_TJM-GOJ,5.782880446973732e-05
categorical__route_KHV-IKT,5.76879107150097e-05
categorical__route_ROV-PEE,5.766088878714812e-05
categorical__route_ARH-KRR,5.76456350782573e-05
categorical__route_KUF-CEK,5.745696430820069e-05
categorical__route_KJA-MMK,5.7212886605503736e-05
categorical__route_CEK-KZN,5.71795347472194e-05
categorical__route_PKC-SCW,5.710744472199637e-05
categorical__route_GOJ-SGC,5.6723818007790884e-05
categorical__route_ROV-SGC,5.654624056830626e-05
categorical__route_KGD-ARH,5.65225326295622e-05
categorical__route_ARH-PEE,5.6434970399767664e-05
categorical__route_KJA-ARH,5.6427683938512975e-05
categorical__route_TJM-CEK,5.5826742875802205e-05
categorical__route_KUF-VVO,5.580735728181689e-05
categorical__route_UFA-PEE,5.580669179456885e-05
categorical__route_YKS-IKT,5.539431921880704e-05
categorical__route_OVB-GOJ,5.5259484594255424e-05
categorical__route_VVO-PEE,5.503346080800978e-05
categorical__route_SGC-SCW,5.5000254126645185e-05
categorical__route_KJA-KZN,5.467081360957802e-05
categorical__route_OVB-SGC,5.465214778379931e-05
categorical__route_IKT-GOJ,5.4532001069766345e-05
categorical__route_KZN-KJA,5.4494013283158004e-05
categorical__route_PEE-KRR,5.406670048675557e-05
categorical__route_KZN-YKS,5.4048594091832364e-05
categorical__route_ARH-KJA,5.386156829057703e-05
categorical__route_ROV-KHV,5.346174783987973e-05
categorical__route_IKT-KHV,5.3389952452161865e-05
categorical__route_ROV-MMK,5.320709117217746e-05
categorical__route_PEE-CEK,5.282402513846447e-05
categorical__route_GOJ-MMK,5.251481068596472e-05
categorical__route_KZN-CEK,5.2188984056939534e-05
categorical__route_AER-TJM,5.213323753559552e-05
categorical__route_SCW-MRV,5.1998099237963115e-05
categorical__route_MMK-MRV,5.199718575026699e-05
categorical__route_KUF-VOG,5.195590187630267e-05
categorical__route_KZN-KHV,5.1858675810918e-05
categorical__route_ROV-KJA,5.1093656485391886e-05
categorical__route_PKC-MMK,5.097499111990502e-05
categorical__route_KUF-IKT,5.0335111951791064e-05
categorical__route_UFA-SCW,4.991074036844367e-05
categorical__route_CEK-VVO,4.9568292104017024e-05
categorical__route_OVB-VVO,4.9358950865989595e-05
categorical__route_KZN-SGC,4.8870112031150854e-05
categorical__route_TJM-ROV,4.8787774645856344e-05
categorical__route_SGC-VVO,4.868730145099557e-05
categorical__route_SGC-MMK,4.851404552440245e-05
categorical__route_VVO-MRV,4.837553443404975e-05
categorical__route_KHV-KRR,4.789300582238956e-05
categorical__route_IKT-MRV,4.7887702423460445e-05
categorical__route_ROV-VOG,4.781838639683306e-05
categorical__route_PKC-KHV,4.781005046393598e-05
categorical__route_YKS-KUF,4.756972112876447e-05
categorical__route_VVO-SVX,4.707694020213052e-05
categorical__route_PEE-OMS,4.679059928174627e-05
categorical__route_SGC-ARH,4.663274307549036e-05
categorical__route_SVX-GOJ,4.6604618488246495e-05
categorical__route_PKC-KRR,4.649131292007816e-05
categorical__route_KGD-IKT,4.642431569465972e-05
categorical__route_KHV-VOG,4.577462555602059e-05
categorical__route_VVO-TJM,4.573134986513858e-05
categorical__route_CEK-MRV,4.5220570354275735e-05
categorical__route_MMK-ROV,4.497388132699795e-05
categorical__route_VOG-KHV,4.4759090306577974e-05
categorical__route_MMK-SCW,4.474679193218126e-05
categorical__route_MRV-KUF,4.46632307310457e-05
categorical__route_KUF-ARH,4.427377083420364e-05
categorical__route_UFA-KZN,4.423114162187858e-05
categorical__route_KGD-OVB,4.4100962257540645e-05
categorical__route_SGC-KJA,4.4073600276950417e-05
categorical__route_KJA-IKT,4.376987403884813e-05
categorical__route_GOJ-IKT,4.357974630967904e-05
categorical__route_GOJ-VOG,4.32047489294038e-05
categorical__route_CEK-KRR,4.2967030666362127e-05
categorical__route_SCW-OVB,4.2713013644200525e-05
categorical__route_KRR-TJM,4.209742889002786e-05
categorical__route_PKC-SGC,4.168949278149078e-05
categorical__route_IKT-MMK,4.162048244016506e-05
categorical__route_IKT-YKS,4.157082122578195e-05
categorical__route_YKS-AER,4.155033796341479e-05
categorical__route_OMS-PKC,4.087945532907532e-05
categorical__route_VVO-CEK,4.067992746459583e-05
categorical__route_TJM-KJA,4.0571687934520766e-05
categorical__route_OMS-UFA,4.054774352663411e-05
categorical__route_VOG-SGC,4.0028475043924984e-05
categorical__route_DME-SVO,3.997300968792559e-05
categorical__route_KZN-ARH,3.997161366655306e-05
categorical__route_ARH-KHV,3.996759807372774e-05
categorical__route_AER-KHV,3.9688843818483495e-05
categorical__route_YKS-ROV,3.9558473065201774e-05
categorical__route_VOG-PEE,3.9235935327721056e-05
categorical__route_IKT-VOG,3.913545717298007e-05
categorical__route_IKT-VVO,3.9131855899625075e-05
categorical__route_SCW-KZN,3.875554574129447e-05
categorical__route_PEE-KUF,3.860172255111223e-05
categorical__route_TJM-KGD,3.839227137303853e-05
categorical__route_ROV-CEK,3.8275677252223895e-05
categorical__route_AER-UFA,3.8204873722446656e-05
categorical__route_YKS-KRR,3.802618587838112e-05
categorical__route_KRR-OMS,3.725158827524459e-05
categorical__route_OMS-YKS,3.697791108017557e-05
categorical__route_OMS-SGC,3.6970631524068425e-05
categorical__route_PEE-UFA,3.680610759359582e-05
categorical__route_VVO-VOG,3.6683697074942854e-05
categorical__route_ARH-GOJ,3.6632346742075886e-05
categorical__route_TJM-PEE,3.657242339100904e-05
categorical__route_VOG-PKC,3.639724536447329e-05
categorical__route_TJM-SCW,3.567984667729496e-05
categorical__route_GOJ-TJM,3.557823812680958e-05
categorical__route_KRR-IKT,3.517705964345643e-05
categorical__route_OVB-CEK,3.4886495839408755e-05
categorical__route_SVX-KRR,3.4444748424755795e-05
categorical__route_PEE-YKS,3.429501272803071e-05
categorical__route_OMS-AER,3.4025190731763364e-05
categorical__route_ARH-OVB,3.388441984587728e-05
categorical__route_MRV-TJM,3.317269512590263e-05
categorical__route_KHV-SCW,3.297748048516358e-05
categorical__route_TJM-SGC,3.2975007387718504e-05
categorical__route_SCW-SVX,3.271794467204991e-05
categorical__route_SCW-KRR,3.243009002763535e-05
categorical__route_UFA-OMS,3.237875876780199e-05
categorical__route_CEK-SGC,3.23501030411589e-05
categorical__route_PEE-SGC,3.2296781155232164e-05
categorical__route_KJA-UFA,3.2166368246822924e-05
categorical__route_OMS-KHV,3.180648896715573e-05
categorical__route_UFA-VVO,3.175132954712538e-05
categorical__route_OMS-VOG,3.1216033797239395e-05
categorical__route_UFA-ROV,3.115333341839196e-05
categorical__route_DME-VKO,3.097969478716855e-05
categorical__route_GOJ-KJA,3.0904981754918464e-05
categorical__route_YKS-VVO,3.073902083379414e-05
categorical__route_AER-KUF,3.062089464402077e-05
categorical__route_KRR-ARH,2.980139819315436e-05
categorical__route_KGD-MMK,2.979799848252254e-05
categorical__route_KZN-KRR,2.9661271484352353e-05
categorical__route_SVX-ARH,2.9512275195499494e-05
categorical__route_MRV-MMK,2.9511106666457882e-05
categorical__route_GOJ-CEK,2.9100206078385323e-05
categorical__route_ARH-KUF,2.8932836467763703e-05
categorical__route_SCW-TJM,2.891227859504876e-05
categorical__route_KGD-SGC,2.804309555308968e-05
categorical__route_KGD-GOJ,2.7974642921839864e-05
categorical__route_ROV-YKS,2.7965893153584146e-05
categorical__route_ARH-IKT,2.7949500006640258e-05
categorical__route_ROV-VVO,2.7932726473288335e-05
categorical__route_OVB-ARH,2.7464529275096623e-05
categorical__route_YKS-VOG,2.7268092303400292e-05
categorical__route_PKC-AER,2.717611321401943e-05
categorical__route_KJA-KRR,2.6871997547608367e-05
categorical__route_MMK-UFA,2.6686903759071034e-05
categorical__route_OMS-SCW,2.5678269683284422e-05
categorical__route_KUF-PEE,2.5539349194620347e-05
categorical__route_OVB-KHV,2.552139189683847e-05
categorical__route_KJA-OMS,2.5239685897505334e-05
categorical__route_VOG-OMS,2.4471056863388953e-05
categorical__route_PEE-SVX,2.4407927230354894e-05
categorical__route_CEK-SCW,2.4157963388627654e-05
categorical__route_KRR-KGD,2.3923184638012742e-05
categorical__route_KUF-OVB,2.3750709305160032e-05
categorical__route_OMS-MMK,2.254847364906557e-05
categorical__route_SCW-PEE,2.236063185036225e-05
categorical__route_KZN-VVO,2.2099366695493682e-05
categorical__route_SVX-KZN,2.1930945901729344e-05
categorical__route_UFA-KRR,2.183448468368406e-05
categorical__route_SCW-KGD,2.180744140397905e-05
categorical__route_KGD-OMS,2.1614526070813674e-05
categorical__route_KGD-KUF,2.141605594953844e-05
categorical__route_OMS-KRR,2.1406407104111518e-05
categorical__route_KJA-TJM,2.1197637107945103e-05
categorical__route_KZN-VOG,2.1196326642074335e-05
categorical__route_GOJ-ARH,2.1187671629349293e-05
categorical__route_ARH-MRV,2.096255626271829e-05
categorical__route_KJA-KGD,2.0829038204999382e-05
categorical__route_SCW-OMS,2.0658012179414084e-05
categorical__route_CEK-AER,2.0366546344730674e-05
categorical__route_SVX-YKS,2.0098494088662114e-05
categorical__route_ROV-SCW,1.9760546560161784e-05
categorical__route_ROV-KUF,1.8848561340258652e-05
categorical__route_KZN-ROV,1.8549477710901433e-05
categorical__route_KZN-MMK,1.851106498855436e-05
categorical__route_IKT-KUF,1.843752513691846e-05
categorical__route_OMS-KJA,1.8283134372221867e-05
categorical__route_UFA-IKT,1.8225149071492257e-05
categorical__route_MRV-UFA,1.815821368615139e-05
categorical__route_ROV-KGD,1.7710767807848335e-05
categorical__route_OMS-PEE,1.7303472459054023e-05
categorical__route_SGC-IKT,1.7116863321612136e-05
categorical__route_MMK-ARH,1.700122801092751e-05
categorical__route_IKT-TJM,1.668057156159335e-05
categorical__route_ROV-GOJ,1.656779002489897e-05
categorical__route_SCW-PKC,1.6437957507713527e-05
categorical__route_KHV-ROV,1.631307732066464e-05
categorical__route_KRR-PEE,1.6276418112880962e-05
categorical__route_MMK-PKC,1.6211599633789373e-05
categorical__route_IKT-ARH,1.6015637377386125e-05
categorical__route_PEE-MMK,1.5804669261398406e-05
categorical__route_ARH-TJM,1.5771875710273893e-05
categorical__route_KRR-KUF,1.5680994353535917e-05
categorical__route_PKC-ROV,1.502508308998442e-05
categorical__route_ROV-UFA,1.5001574119024937e-05
categorical__route_ARH-ROV,1.456660518289588e-05
categorical__route_KUF-KJA,1.3499798970728974e-05
categorical__route_VOG-KGD,1.3392992078975282e-05
categorical__route_SVX-UFA,1.2930321143318254e-05
categorical__route_ARH-VOG,1.2755236629057173e-05
categorical__route_SVX-KGD,1.2201297602148773e-05
categorical__route_ROV-MRV,1.2179776165781769e-05
categorical__route_PEE-ARH,1.0821158850648113e-05
categorical__route_GOJ-ROV,1.076052183950398e-05
categorical__route_TJM-MMK,1.0530590600752446e-05
categorical__route_PEE-TJM,1.0515470223832647e-05
categorical__route_SVX-KJA,1.0434859647043635e-05
categorical__route_KUF-TJM,1.0389112780697499e-05
categorical__route_SCW-VVO,1.0110229967564851e-05
categorical__route_KJA-KHV,1.0058990441941255e-05
categorical__route_CEK-MMK,9.568192770397966e-06
categorical__route_MMK-GOJ,9.5591846438827e-06
categorical__route_KUF-ROV,9.355479258618644e-06
categorical__route_CEK-IKT,8.626068015979176e-06
categorical__route_KZN-TJM,8.072311804291015e-06
categorical__route_KHV-CEK,6.4383290436153485e-06
categorical__route_SCW-ARH,5.840965793769899e-06
categorical__route_TJM-ARH,5.482031633013233e-06
categorical__route_SGC-OMS,3.0156694682423043e-06
categorical__route_KZN-SCW,1.9910238207446822e-06
categorical__route_KRR-SCW,1.8981116984167364e-06
categorical__route_MRV-OMS,1.7811821035745257e-06
categorical__route_KJA-GOJ,9.358815452702052e-07
categorical__route_SCW-VOG,4.95545590307107e-07
categorical__route_VOG-KRR,6.607289857576433e-08
categorical__route_KGD-KRR,0.0
categorical__route_KRR-MMK,0.0
categorical__route_KGD-ROV,0.0
categorical__route_KUF-SGC,0.0
categorical__route_MRV-ARH,0.0
categorical__route_SCW-CEK,0.0
categorical__route_ARH-PKC,0.0
categorical__route_VOG-KZN,0.0
categorical__route_MMK-YKS,0.0
categorical__route_KGD-TJM,0.0
